link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_arakawa/nc_79099674/,南千住スカイハイツ,2026-01-05,5299万円,東京都荒川区南千住７-24-24,東京メトロ日比谷線「南千住」徒歩5分,61.6m2（壁芯）,3LDK,7.84m2,1978年10月
/ms/chuko/tokyo/sc_arakawa/nc_79135047/,南千住スカイハイツ,2026-01-05,5299万円,東京都荒川区南千住７-24-24,東京メトロ日比谷線「南千住」徒歩5分,61.6m2（壁芯）,3LDK,7.84m2,1978年10月
/ms/chuko/tokyo/sc_arakawa/nc_78615223/,南千住スカイハイツ,2026-01-05,5299万円,東京都荒川区南千住７,東京メトロ日比谷線「南千住」徒歩5分,61.6m2（18.63坪）（壁芯）,3LDK,7.84m2,1978年10月
/ms/chuko/tokyo/sc_arakawa/nc_79079920/,南千住スカイハイツ,2026-01-05,5299万円,東京都荒川区南千住７-24-24,東京メトロ日比谷線「南千住」徒歩5分,61.6m2（壁芯）,3LDK,7.84m2,1978年10月
/ms/chuko/tokyo/sc_arakawa/nc_78545156/,南千住スカイハイツ,2026-01-05,5299万円,東京都荒川区南千住７-24-24,東京メトロ日比谷線「南千住」徒歩5分,61.6m2（18.63坪）（壁芯）,3LDK,7.84m2,1978年10月
/ms/chuko/tokyo/sc_arakawa/nc_77315328/,プラザ町屋参番館,2026-01-05,5300万円,東京都荒川区町屋４,東京メトロ千代田線「町屋」徒歩12分,60.55m2（壁芯）,3LDK,8.72m2,1998年3月
/ms/chuko/tokyo/sc_arakawa/nc_77988540/,フェルクルールプレスト三ノ輪駅前,2026-01-05,5480万円,東京都荒川区南千住１,東京メトロ日比谷線「三ノ輪」徒歩2分,46.45m2（壁芯）,1LDK+S（納戸）,4.02m2,2016年5月
/ms/chuko/tokyo/sc_arakawa/nc_78872870/,東急ドエル・アルス千住,2026-01-05,5580万円,東京都荒川区南千住７,東京メトロ日比谷線「南千住」徒歩8分,65.11m2（壁芯）,3LDK,11.92m2,1987年7月
/ms/chuko/tokyo/sc_arakawa/nc_78463530/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４-20-1,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（19.67坪）（壁芯）,3LDK,65.05m2,1996年5月
/ms/chuko/tokyo/sc_arakawa/nc_79091659/,コスモガーデン日暮里,2026-01-05,5599万円,東京都荒川区東日暮里４-20-1,ＪＲ山手線「鶯谷」徒歩8分,65.05m2（壁芯）,3LDK,7.38m2,1996年5月
