link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_sumida/nc_76240763/,シーアイマンションあずま百樹園,2026-01-05,4499万円,東京都墨田区文花２,東武亀戸線「小村井」徒歩5分,62.71m2（壁芯）,3LDK,7.47m2,1995年3月
/ms/chuko/tokyo/sc_sumida/nc_79046587/,ドルミ錦糸町長谷川ビル,2026-01-05,4580万円,東京都墨田区江東橋２-3-4,ＪＲ総武線快速「錦糸町」徒歩8分,46.75m2（14.14坪）,2DK,7.7m2,1979年12月
/ms/chuko/tokyo/sc_sumida/nc_78385564/,サンハイツ錦糸公園,2026-01-05,4580万円,東京都墨田区錦糸４,東京メトロ半蔵門線「錦糸町」徒歩5分,47.85m2（壁芯）,2DK,7.7m2,1978年11月
/ms/chuko/tokyo/sc_sumida/nc_79038038/,ドルミ錦糸町長谷川ビル,2026-01-05,4580万円,東京都墨田区江東橋２,ＪＲ総武線「錦糸町」徒歩8分,46.75m2（14.14坪）（壁芯）,2DK,7.7m2,1979年12月
/ms/chuko/tokyo/sc_sumida/nc_78867020/,サンハイツ錦糸公園,2026-01-05,4580万円,東京都墨田区錦糸４,ＪＲ総武線「錦糸町」徒歩7分,47.85m2（壁芯）,2DK,7.7m2,1978年11月
/ms/chuko/tokyo/sc_sumida/nc_78969468/,両国緑スカイハイツ,2026-01-05,4590万円,東京都墨田区本所３,都営大江戸線「両国」徒歩8分,43.2m2（壁芯）,1LDK,7.35m2,1984年1月
/ms/chuko/tokyo/sc_sumida/nc_79122396/,両国緑スカイハイツ　6階南向き,2026-01-05,4590万円,東京都墨田区緑３-22-1,都営大江戸線「両国」徒歩8分,43.2m2（13.06坪）（壁芯）,1LDK,7.35m2,1984年1月
/ms/chuko/tokyo/sc_sumida/nc_78917657/,両国緑スカイハイツ,2026-01-05,4590万円,東京都墨田区緑３-２２-１,都営大江戸線「両国」徒歩8分,43.2m2（13.06坪）（壁芯）,1LDK,7.35m2,1984年1月
/ms/chuko/tokyo/sc_sumida/nc_78900893/,両国緑スカイハイツ,2026-01-05,4590万円,東京都墨田区緑３,ＪＲ総武線「両国」徒歩11分,43.2m2（壁芯）,1LDK,7.35m2,1983年11月
/ms/chuko/tokyo/sc_sumida/nc_77294466/,東白鬚第二マンション１０号棟,2026-01-05,4800万円,東京都墨田区堤通２-7-10,東武伊勢崎線「鐘ヶ淵」徒歩4分,64.34m2（19.46坪）,3LDK,-,1982年3月
/ms/chuko/tokyo/sc_sumida/nc_78809748/,ライオンズマンション錦糸町第５,2026-01-05,4880万円,東京都墨田区江東橋１,ＪＲ総武線快速「錦糸町」徒歩9分,51.87m2（15.69坪）（壁芯）,2DK+S（納戸）,5.75m2,1984年8月
/ms/chuko/tokyo/sc_sumida/nc_75128169/,サンパティック立花リビエール,2026-01-05,4900万円,東京都墨田区立花３-2-6,東武亀戸線「東あずま」徒歩2分,75.6m2（壁芯）,3LDK,16.93m2,1992年11月
/ms/chuko/tokyo/sc_sumida/nc_79012954/,ハイツ錦糸町,2026-01-05,4980万円,東京都墨田区江東橋４,東京メトロ半蔵門線「錦糸町」徒歩8分,63.18m2（19.11坪）（壁芯）,3LDK,5.04m2,1974年10月
/ms/chuko/tokyo/sc_sumida/nc_78789736/,パレステージ墨田立花,2026-01-05,4980万円,東京都墨田区立花５,東武亀戸線「小村井」徒歩9分,45m2（13.61坪）（壁芯）,2LDK,5.85m2,2020年5月
/ms/chuko/tokyo/sc_sumida/nc_78543152/,シャルマン本所業平橋,2026-01-05,4980万円,東京都墨田区業平１,京成押上線「押上」徒歩6分,57.96m2（壁芯）,1LDK+2S（納戸）,5.17m2,1981年7月
/ms/chuko/tokyo/sc_sumida/nc_78950875/,ハイツ錦糸町,2026-01-05,4980万円,東京都墨田区江東橋４,ＪＲ総武線「錦糸町」徒歩8分,63.18m2（壁芯）,3LDK,5.04m2,1974年10月
/ms/chuko/tokyo/sc_sumida/nc_78970363/,サンサーラ第二吾妻橋,2026-01-05,4999万円,東京都墨田区吾妻橋２,都営浅草線「本所吾妻橋」徒歩1分,60.09m2（18.17坪）（壁芯）,3LDK,7.4m2,1983年2月
/ms/chuko/tokyo/sc_sumida/nc_78963766/,サンサーラ第二吾妻橋,2026-01-05,4999万円,東京都墨田区吾妻橋２,都営浅草線「本所吾妻橋」徒歩1分,60.09m2（壁芯）,3LDK,7.4m2,1983年2月
/ms/chuko/tokyo/sc_sumida/nc_78941317/,サンサーラ第二吾妻橋,2026-01-05,4999万円,東京都墨田区吾妻橋２,都営浅草線「本所吾妻橋」徒歩1分,60.09m2（18.17坪）（壁芯）,3LDK,7.4m2,1983年2月
/ms/chuko/tokyo/sc_sumida/nc_78723099/,サンサーラ第二吾妻橋,2026-01-05,4999万円,東京都墨田区吾妻橋２,都営浅草線「本所吾妻橋」徒歩1分,60.09m2（壁芯）,3LDK,7.4m2,1983年2月
/ms/chuko/tokyo/sc_sumida/nc_78987080/,サンサーラ第二吾妻橋,2026-01-05,4999万円,東京都墨田区吾妻橋２,都営浅草線「本所吾妻橋」徒歩1分,60.09m2（壁芯）,3LDK,7.4m2,1983年2月
/ms/chuko/tokyo/sc_sumida/nc_78990783/,ルジェンテ両国,2026-01-05,5150万円,東京都墨田区亀沢２,都営大江戸線「両国」徒歩5分,33.85m2（壁芯）,1LDK,2.94m2,2024年3月
/ms/chuko/tokyo/sc_sumida/nc_78622061/,シティウイング墨田,2026-01-05,5175万円,東京都墨田区八広６,京成押上線「八広」徒歩3分,71.62m2（21.66坪）（壁芯）,2LDK,16.72m2,1998年10月
/ms/chuko/tokyo/sc_sumida/nc_78513878/,レジェンド押上,2026-01-05,5180万円,東京都墨田区押上３,東京メトロ半蔵門線「押上」徒歩8分,74.66m2（壁芯）,3LDK,-,1992年6月
/ms/chuko/tokyo/sc_sumida/nc_77912941/,リリーベル墨田リバーコースト,2026-01-05,5180万円,東京都墨田区墨田４,東武伊勢崎線「鐘ヶ淵」徒歩5分,61m2（18.45坪）（壁芯）,2LDK+S（納戸）,11m2,2006年6月
/ms/chuko/tokyo/sc_sumida/nc_78901355/,ライオンズマンション隅田公園,2026-01-05,5200万円,東京都墨田区向島２,都営浅草線「押上」徒歩9分,57.17m2（17.29坪）（壁芯）,3DK,5.5m2,1983年5月
/ms/chuko/tokyo/sc_sumida/nc_78851134/,ライオンズマンション隅田公園,2026-01-05,5200万円,東京都墨田区向島２,京成押上線「押上」徒歩9分,57.17m2（17.29坪）（壁芯）,3DK,5.5m2,1983年5月
/ms/chuko/tokyo/sc_sumida/nc_78529760/,セレナハイム隅田公園ビューステージ,2026-01-05,5280万円,東京都墨田区向島５,東武伊勢崎線「曳舟」徒歩10分,57.06m2（壁芯）,2LDK,8.62m2,2004年3月
/ms/chuko/tokyo/sc_sumida/nc_78495016/,ダイアパレス八広花水木通りトリニティ,2026-01-05,5299万円,東京都墨田区八広４-44-11,京成押上線「八広」徒歩10分,70.7m2（21.38坪）（壁芯）,3LDK,6.75m2,2000年3月
/ms/chuko/tokyo/sc_sumida/nc_79078329/,ダイアパレス八広花水木通りトリニティ,2026-01-05,5299万円,東京都墨田区八広４,京成押上線「八広」徒歩10分,70.7m2（壁芯）,3LDK,6.75m2,2000年3月
/ms/chuko/tokyo/sc_sumida/nc_78487163/,ダイアパレス八広花水木通りトリニティ,2026-01-05,5299万円,東京都墨田区八広４,京成押上線「八広」徒歩10分,70.7m2,3LDK,6.75m2,2000年3月
/ms/chuko/tokyo/sc_sumida/nc_79091799/,ダイアパレス八広花水木通りトリニティ,2026-01-05,5299万円,東京都墨田区八広４-44-11,京成押上線「八広」徒歩10分,70.7m2（壁芯）,3LDK,6.75m2,2000年3月
