latitude,longitude,score,cluster_label,membership_strength,was_noise,cluster_demand_score,mcd_gap_score,distance_buffer,affordability_score,avg_land_price,dist_to_own_km,dist_to_comp_km,total_demand,mcd_count,n_restaurants
35.646000000000114,139.82600000000107,1.0,7,1.0,False,0.42902208201892744,1.0,1.0,0.7921084138371801,1361008.0,2.160162755595718,0.0405173469414219,272,0,5
35.688000000000166,139.72000000000057,0.9408866435931283,226,1.0,False,0.444794952681388,1.0,0.7403923189728575,0.7172681292861361,1674369.2857142857,1.480784637945715,0.036903506994223984,282,0,7
35.67400000000015,139.6660000000003,0.9211000661252082,162,1.0,False,0.5189274447949527,1.0,0.5157898450193366,0.8585028613107935,1083010.0,1.0315796900386731,0.019830855530363768,329,0,9
35.590000000000046,139.66800000000032,0.874897792313982,33,1.0,False,0.18769716088328076,1.0,1.0,0.8976305370800133,919179.8,2.0283010356374405,0.5427785299296278,119,0,5
35.638000000000105,139.73400000000063,0.8651221205313004,174,1.0,False,0.33753943217665616,1.0,0.6626004839425249,0.2970987407971579,3433646.6666666665,1.3252009678850498,0.4342432366022826,214,0,3
35.69000000000017,139.77600000000083,0.8552536051299716,243,1.0,False,0.4274447949526814,1.0,0.44471659013866016,0.6290654054496859,2043680.0,0.8894331802773203,0.11626640371886036,271,0,6
35.590000000000046,139.6860000000004,0.8480208554332933,33,1.0,False,0.18769716088328076,1.0,0.8963075905202452,0.8976305370800133,919179.8,1.7926151810404904,0.5184381142292783,119,0,5
35.66600000000014,139.6840000000004,0.8395459617542865,146,1.0,False,0.27287066246056785,1.0,0.6932640732665373,0.5481740559680559,2382377.5,1.3865281465330745,0.49729888494065555,173,0,4
35.61800000000008,139.67600000000036,0.8361756181794534,30,1.0,False,0.2870662460567823,1.0,0.651869971714421,0.8375800610148663,1170615.1666666667,1.303739943428842,0.08706706329511815,182,0,6
35.68200000000016,139.63800000000018,0.810605461431657,22,0.9969969222143105,False,0.32018927444794953,0.875,0.7463930901457044,0.8150250521427052,1265054.5,1.4927861802914089,0.37967913433083533,203,1,8
35.72200000000021,139.63600000000017,0.8072982526193012,119,1.0,False,0.3801261829652997,0.8,0.7543399462252532,0.8817114701054461,985834.0,1.5086798924505065,0.27056015069015354,241,2,10
35.73200000000022,139.60600000000002,0.7970583425844315,49,1.0,False,0.3138801261829653,0.875,0.6973260346396202,0.9446241247154631,722414.5,1.3946520692792403,0.47751804210805876,199,1,8
35.55,139.74400000000068,0.7961534402990621,44,1.0,False,0.3943217665615142,0.8,0.6829516009014285,0.9341900905813066,766102.5,1.365903201802857,0.32427488623834094,250,2,10
35.66800000000014,139.6,0.7849525146470411,16,1.0,False,0.20504731861198738,1.0,0.6182868309568811,0.8575623939144036,1086947.8,1.2365736619137622,0.058694330872035856,130,0,5
35.67400000000015,139.77800000000084,0.7816505761547725,263,1.0,False,0.2807570977917981,1.0,0.45412824806715063,0.6547683617195521,1936060.0,0.9082564961343013,0.17856119467100257,178,0,3
35.680000000000156,139.61200000000005,0.7796523868338344,21,1.0,False,0.20977917981072555,1.0,0.5883749813810077,0.8611061155696815,1072110.0,1.1767499627620155,0.21315940411736609,133,0,6
35.74600000000024,139.85600000000122,0.7679255255335445,90,1.0,False,0.27917981072555204,1.0,0.4043309707492904,0.9702148817503313,615264.2857142857,0.8086619414985808,0.041303540006310396,177,0,7
35.59400000000005,139.7480000000007,0.7677516966410465,57,1.0,False,0.138801261829653,1.0,0.6844174289968448,0.7505518182536846,1535008.25,1.3688348579936895,0.43483347106735626,88,0,4
35.64000000000011,139.6,0.7651391097572191,26,1.0,False,0.35331230283911674,0.8571428571428572,0.5310301571120106,0.8645542503687119,1057672.4285714286,1.0620603142240213,0.012958852686657312,224,1,7
35.78000000000028,139.77400000000083,0.7530671843407947,86,1.0,False,0.3675078864353312,0.7857142857142857,0.5989221113751886,0.9961866760533942,506518.64285714284,1.1978442227503772,0.35023388907639924,233,3,14
35.78200000000028,139.80600000000098,0.7512265865561198,93,1.0,False,0.2476340694006309,0.875,0.6529972093316551,1.0,490552.0,1.3059944186633101,0.42580078849239206,157,1,8
35.72400000000021,139.76200000000077,0.7445449700947613,138,1.0,False,0.3391167192429022,0.875,0.4442539382520284,0.7522576961390873,1527865.625,0.8885078765040568,0.0667397422795152,215,1,8
35.70000000000018,139.86600000000126,0.7403087372573908,24,1.0,False,0.17823343848580442,0.8333333333333334,0.8330102597238339,0.9538215732715367,683904.1666666666,1.6660205194476678,0.28087826843556934,113,1,6
35.75000000000024,139.82400000000106,0.7350654066347935,89,1.0,False,0.3249211356466877,0.7692307692307692,0.6476109924985631,0.9680290982465034,624416.3076923077,1.2952219849971263,0.35994762299065913,206,3,13
35.76600000000026,139.7280000000006,0.7346976982942919,111,1.0,False,0.30757097791798105,0.9090909090909091,0.4011723932185567,0.8787819297331088,998100.1818181818,0.8023447864371134,0.019828369594540707,195,1,11
35.57800000000003,139.67600000000036,0.7182777200061985,38,0.9915836856009477,False,0.24290220820189273,0.8571428571428572,0.5945778394162011,0.8773899656796922,1003928.4285714285,1.1891556788324023,0.4612837968300125,154,1,7
35.74800000000024,139.6220000000001,0.715790912935045,72,1.0,False,0.15930599369085174,1.0,0.442940966938675,0.9192723689398808,828564.0,0.88588193387735,0.1593796369710089,101,0,2
35.73000000000022,139.6620000000003,0.7100222908063142,119,0.9826054077843149,False,0.3801261829652997,0.8,0.4275374565974012,0.8817114701054461,985834.0,0.8550749131948024,0.5553240217733133,241,2,10
35.688000000000166,139.81600000000103,0.7066689409618824,168,1.0,False,0.15772870662460567,1.0,0.4109025703355902,0.7822141370080775,1402436.0,0.8218051406711804,0.08558755793751198,100,0,4
35.57800000000003,139.74000000000066,0.7045194351325464,70,1.0,False,0.10410094637223975,1.0,0.5098652024198873,0.8969383580439482,922078.0,1.0197304048397746,0.32281991343315497,66,0,5
35.56600000000002,139.69600000000045,0.7013711602538854,38,1.0,False,0.24290220820189273,0.8571428571428572,0.505830780952461,0.8773899656796922,1003928.4285714285,1.011661561904922,0.43279598388840407,154,1,7
35.76600000000026,139.7080000000005,0.6980576213294931,110,1.0,False,0.17350157728706625,0.8333333333333334,0.6794673108915982,0.8196061427565724,1245873.1666666667,1.3589346217831964,0.43091718903923115,110,1,6
35.56600000000002,139.7260000000006,0.6940853408281852,58,0.9729874950855781,False,0.2665615141955836,0.9,0.419031456688706,0.8381394183565727,1168273.1,0.838062913377412,0.23321768224664807,169,1,10
35.646000000000114,139.66000000000028,0.6797636715082214,91,1.0,False,0.23186119873817035,0.8333333333333334,0.492169201644231,0.7774589786438415,1422346.1666666667,0.984338403288462,0.535286512246246,147,1,6
35.70000000000018,139.88400000000135,0.6382463013773636,24,1.0,False,0.17823343848580442,0.8333333333333334,0.4392488746094074,0.9538215732715367,683904.1666666666,0.8784977492188148,0.3125204261270551,113,1,6
35.67400000000015,139.7240000000006,0.617448143760324,124,1.0,False,0.27287066246056785,0.6666666666666667,0.503067549376055,0.4003707129596923,3001240.0,1.00613509875211,0.17681956147646852,173,1,3
35.760000000000254,139.8960000000014,0.6136549468520034,60,0.5,True,0.8675078864353313,1.0,1.0,0.959953351594326,658230.0,2.556001852827993,1.7377348565147133,550,0,4
35.62600000000009,139.63600000000017,0.6109725018770907,67,0.9041817367365812,False,0.27602523659305994,0.8,0.4549020889858337,0.8283571769928688,1209232.0,0.9098041779716673,0.1411393013023417,175,1,5
35.752000000000244,139.69200000000043,0.6099012895633935,112,1.0,False,0.13564668769716087,0.8333333333333334,0.41506606877822366,0.9562793000446375,673613.5,0.8301321375564473,0.49253685385205787,86,1,6
35.7980000000003,139.73200000000062,0.5961569910057237,103,0.5,True,1.0,0.8,1.0,0.833470446018657,1187822.4,2.2353803896211653,2.1362951908405465,634,3,15
35.794000000000295,139.70200000000048,0.5908845697064263,79,0.9936544496957361,False,0.1892744479495268,0.7142857142857143,0.487096509635121,0.9239924476284439,808800.7142857143,0.974193019270242,0.49047247181350195,120,2,7
35.704000000000185,139.68000000000038,0.5870021739433484,169,0.8797748081298199,False,0.27129337539432175,0.8,0.43157233007184365,0.8290105221626499,1206496.4,0.8631446601436873,0.3498947709203821,172,1,5
35.7960000000003,139.6840000000004,0.5707978650408677,79,0.988938467022328,False,0.1892744479495268,0.7142857142857143,0.419674815470683,0.9239924476284439,808800.7142857143,0.839349630941366,0.9059177121365201,120,2,7
35.79000000000029,139.75600000000074,0.5667483922425545,86,0.8077031639827629,False,0.3675078864353312,0.7857142857142857,0.4006644360941123,0.9961866760533942,506518.64285714284,0.8013288721882246,0.6099612216017043,233,3,14
